brand,model,year,title_status,mileage,color,state,price
dodge,doors,2014,clean vehicle,48000.0,black,massachusetts,17750
dodge,doors,2014,clean vehicle,105962.0,black,pennsylvania,10295
dodge,doors,2014,clean vehicle,96575.0,gray,connecticut,16995
dodge,doors,2014,clean vehicle,13239.0,toreador red,new york,25000
dodge,doors,2014,clean vehicle,24934.0,bright white clearcoat,rhode island,23995
dodge,doors,2014,clean vehicle,46859.0,billet silver metallic clearcoat,new jersey,14900
dodge,doors,2014,clean vehicle,44468.0,black clearcoat,new york,15810
dodge,doors,2014,clean vehicle,62230.0,jazz blue pearlcoat,new york,20227
dodge,doors,2014,clean vehicle,37082.0,silver,new york,20999
dodge,doors,2014,clean vehicle,23964.0,bright white clearcoat,new jersey,22499
dodge,doors,2014,clean vehicle,11204.0,black clearcoat,new york,23495
dodge,doors,2014,clean vehicle,7608.0,billet silver metallic clearcoat,new york,25250
dodge,doors,2014,clean vehicle,49982.0,billet silver metallic clearcoat,new jersey,15322
dodge,charger,2019,clean vehicle,4950.0,gray,texas,21232
dodge,journey,2013,clean vehicle,111628.0,white,wisconsin,5800
dodge,door,2012,clean vehicle,15927.0,black,illinois,29000
dodge,caravan,2018,clean vehicle,36299.0,gray,new jersey,17000
dodge,journey,2018,clean vehicle,28469.0,red,florida,13800
dodge,durango,2019,clean vehicle,29086.0,gray,missouri,30000
dodge,caravan,2017,clean vehicle,35991.0,gray,florida,14800
dodge,journey,2017,clean vehicle,62224.0,black,missouri,8500
dodge,door,2013,clean vehicle,86500.0,white,missouri,9800
dodge,door,2014,clean vehicle,144725.0,gray,nevada,4200
dodge,van,2013,salvage insurance,163260.0,red,tennessee,2500
dodge,charger,2018,clean vehicle,19636.0,blue,california,28700
dodge,challenger,2018,clean vehicle,34272.0,gray,california,18500
dodge,challenger,2018,clean vehicle,42909.0,no_color,california,17300
dodge,door,2016,clean vehicle,55749.0,gray,louisiana,7100
dodge,door,2015,salvage insurance,89142.0,white,minnesota,3250
dodge,durango,2017,clean vehicle,20328.0,no_color,california,30700
dodge,door,2012,clean vehicle,149332.0,gray,missouri,3000
dodge,durango,2019,clean vehicle,28551.0,gray,california,26500
dodge,charger,2019,clean vehicle,35098.0,gray,california,20800
dodge,charger,2019,clean vehicle,35365.0,gray,california,20800
dodge,door,2015,clean vehicle,88398.0,white,california,5100
dodge,challenger,2019,clean vehicle,27957.0,black,california,18900
dodge,durango,2019,clean vehicle,30161.0,silver,california,24000
dodge,challenger,2015,clean vehicle,26292.0,white,california,38800
dodge,durango,2019,clean vehicle,25780.0,white,california,24500
dodge,durango,2019,clean vehicle,25032.0,black,california,24500
dodge,door,2016,clean vehicle,72248.0,blue,new jersey,6500
dodge,durango,2019,clean vehicle,30630.0,gray,california,24000
dodge,door,2014,clean vehicle,86125.0,no_color,california,18000
dodge,durango,2019,clean vehicle,30408.0,white,california,24000
dodge,durango,2019,clean vehicle,35443.0,silver,california,23500
dodge,van,2014,clean vehicle,95377.0,white,california,4500
dodge,durango,2019,clean vehicle,32724.0,silver,california,25900
dodge,caravan,2019,clean vehicle,45089.0,gray,california,13900
dodge,journey,2019,clean vehicle,35948.0,silver,california,14200
dodge,caravan,2019,clean vehicle,41601.0,blue,california,15400
dodge,challenger,2019,clean vehicle,26370.0,gray,texas,17500
dodge,caravan,2019,clean vehicle,18271.0,white,texas,17500
dodge,caravan,2019,clean vehicle,9476.0,white,texas,18000
dodge,door,2012,clean vehicle,80899.0,gray,new jersey,25200
dodge,caravan,2018,clean vehicle,57394.0,black,texas,14100
dodge,caravan,2018,clean vehicle,42190.0,white,california,13300
dodge,caravan,2019,clean vehicle,22591.0,black,oklahoma,16200
dodge,caravan,2018,clean vehicle,48681.0,gray,california,13300
dodge,caravan,2018,clean vehicle,42621.0,silver,california,13100
dodge,caravan,2017,clean vehicle,27761.0,silver,california,15500
dodge,door,2013,salvage insurance,107768.0,white,california,4500
dodge,durango,2019,clean vehicle,14355.0,gray,colorado,28400
dodge,caravan,2019,clean vehicle,9467.0,gray,colorado,17400
dodge,door,2014,clean vehicle,122837.0,silver,florida,6000
dodge,challenger,2019,clean vehicle,18313.0,gray,virginia,20700
dodge,challenger,2019,clean vehicle,19506.0,black,virginia,20300
dodge,journey,2018,clean vehicle,14750.0,black,oklahoma,14000
dodge,challenger,2019,clean vehicle,11280.0,green,virginia,22000
dodge,journey,2019,clean vehicle,13944.0,blue,virginia,17200
dodge,door,2016,clean vehicle,26922.0,blue,oklahoma,15000
dodge,journey,2019,clean vehicle,12690.0,gray,virginia,17500
dodge,door,2013,salvage insurance,239822.0,gray,michigan,1300
dodge,door,2014,salvage insurance,74975.0,red,nevada,1750
dodge,caravan,2019,clean vehicle,28289.0,red,florida,16300
dodge,caravan,2019,clean vehicle,38041.0,red,florida,15700
dodge,journey,2017,clean vehicle,52386.0,silver,florida,10000
dodge,charger,2019,clean vehicle,34391.0,white,florida,23100
dodge,caravan,2019,clean vehicle,39515.0,red,florida,14900
dodge,journey,2019,clean vehicle,22074.0,orange,virginia,16700
dodge,caravan,2019,clean vehicle,28782.0,white,florida,16300
dodge,durango,2019,clean vehicle,30092.0,red,north carolina,25800
dodge,challenger,2019,clean vehicle,26443.0,black,north carolina,23800
dodge,journey,2019,clean vehicle,28981.0,red,north carolina,16800
dodge,journey,2019,clean vehicle,32865.0,white,north carolina,15500
dodge,door,2014,clean vehicle,117258.0,blue,florida,6000
dodge,durango,2019,clean vehicle,16397.0,white,arizona,26900
dodge,caravan,2019,clean vehicle,16176.0,white,arizona,16900
dodge,caravan,2019,clean vehicle,1091.0,gray,arizona,19500
dodge,caravan,2019,clean vehicle,17472.0,black,arizona,15400
dodge,door,2012,clean vehicle,123882.0,white,texas,2300
dodge,charger,2019,clean vehicle,10341.0,red,california,17000
dodge,durango,2019,clean vehicle,19695.0,black,new jersey,34000
dodge,journey,2017,clean vehicle,51041.0,black,pennsylvania,13700
dodge,challenger,2018,clean vehicle,22646.0,white,west virginia,19100
dodge,journey,2018,clean vehicle,18138.0,white,west virginia,11800
dodge,durango,2019,clean vehicle,23987.0,gray,nevada,27500
dodge,durango,2019,clean vehicle,17160.0,black,nevada,26900
dodge,durango,2019,clean vehicle,26929.0,white,nevada,27100
dodge,durango,2019,clean vehicle,25815.0,white,nevada,27200
dodge,caravan,2017,clean vehicle,81992.0,silver,florida,9000
dodge,challenger,2019,clean vehicle,5000.0,gray,south carolina,22500
dodge,door,2015,clean vehicle,62683.0,white,west virginia,7700
dodge,van,2013,clean vehicle,107224.0,white,florida,4500
dodge,door,2013,salvage insurance,184905.0,gray,illinois,2200
dodge,charger,2019,clean vehicle,35153.0,black,pennsylvania,21500
dodge,challenger,2019,clean vehicle,26474.0,orange,pennsylvania,18800
dodge,charger,2019,clean vehicle,30943.0,red,pennsylvania,21800
dodge,challenger,2019,clean vehicle,17154.0,black,pennsylvania,20300
dodge,van,2016,clean vehicle,79637.0,white,south carolina,8200
dodge,caravan,2019,clean vehicle,12123.0,red,pennsylvania,19000
dodge,door,2016,clean vehicle,107822.0,blue,south carolina,8400
dodge,caravan,2019,clean vehicle,10221.0,blue,pennsylvania,19500
dodge,door,2015,clean vehicle,95278.0,blue,south carolina,7000
dodge,challenger,2019,clean vehicle,13457.0,gray,pennsylvania,19500
dodge,van,2014,clean vehicle,69936.0,blue,missouri,8500
dodge,challenger,2019,clean vehicle,13520.0,gray,pennsylvania,20500
dodge,door,2014,clean vehicle,96922.0,silver,south carolina,4900
dodge,door,2014,clean vehicle,72594.0,black,missouri,20800
dodge,durango,2019,clean vehicle,17896.0,silver,pennsylvania,28500
dodge,caravan,2019,clean vehicle,11088.0,silver,pennsylvania,21900
dodge,caravan,2019,clean vehicle,29567.0,black,nevada,15800
dodge,durango,2019,clean vehicle,15655.0,white,colorado,33000
dodge,challenger,2019,clean vehicle,26428.0,black,nevada,22700
dodge,charger,2019,clean vehicle,29003.0,white,pennsylvania,21900
dodge,charger,2019,clean vehicle,32229.0,red,pennsylvania,19300
dodge,durango,2019,clean vehicle,26503.0,black,nevada,30700
dodge,challenger,2019,clean vehicle,15446.0,black,pennsylvania,19300
dodge,caravan,2014,clean vehicle,128556.0,white,california,13750
dodge,caravan,2019,clean vehicle,23369.0,silver,nevada,16400
dodge,caravan,2019,clean vehicle,8767.0,black,pennsylvania,19500
dodge,caravan,2019,clean vehicle,48319.0,white,nevada,15100
dodge,durango,2019,clean vehicle,15275.0,black,pennsylvania,28500
dodge,caravan,2019,clean vehicle,33826.0,white,nevada,15300
dodge,challenger,2019,clean vehicle,16679.0,white,pennsylvania,20300
dodge,charger,2019,clean vehicle,26184.0,gray,pennsylvania,22000
dodge,journey,2019,clean vehicle,21203.0,gray,nevada,16700
dodge,challenger,2019,clean vehicle,17870.0,black,pennsylvania,19300
dodge,durango,2019,clean vehicle,17909.0,gray,michigan,34100
dodge,caravan,2019,clean vehicle,41126.0,silver,nevada,14600
dodge,caravan,2019,clean vehicle,14098.0,red,pennsylvania,18200
dodge,durango,2019,clean vehicle,15003.0,black,michigan,33800
dodge,journey,2019,clean vehicle,29105.0,black,nevada,15900
dodge,caravan,2019,clean vehicle,34794.0,black,pennsylvania,16500
dodge,durango,2019,clean vehicle,20034.0,silver,michigan,29600
dodge,caravan,2019,clean vehicle,46942.0,black,nevada,14100
dodge,caravan,2019,clean vehicle,14753.0,white,pennsylvania,18200
dodge,caravan,2019,clean vehicle,14359.0,black,pennsylvania,18200
dodge,charger,2019,clean vehicle,34922.0,black,michigan,24300
dodge,journey,2019,clean vehicle,20944.0,white,nevada,15400
dodge,journey,2019,clean vehicle,9877.0,white,pennsylvania,19000
dodge,journey,2019,clean vehicle,8949.0,black,pennsylvania,19000
dodge,challenger,2017,clean vehicle,13627.0,gray,georgia,27800
dodge,journey,2019,clean vehicle,18291.0,blue,pennsylvania,18200
dodge,journey,2018,clean vehicle,38029.0,white,pennsylvania,15000
dodge,caravan,2017,clean vehicle,32593.0,gray,michigan,19200
dodge,caravan,2018,clean vehicle,37352.0,red,pennsylvania,15500
dodge,challenger,2017,clean vehicle,23030.0,green,michigan,24900
dodge,journey,2018,clean vehicle,30671.0,red,pennsylvania,15500
dodge,door,2012,salvage insurance,79544.0,white,texas,7600
dodge,journey,2017,clean vehicle,15027.0,black,michigan,18400
dodge,caravan,2018,clean vehicle,29115.0,white,florida,14700
dodge,door,2015,clean vehicle,93604.0,white,florida,3900
dodge,door,2015,clean vehicle,100203.0,black,florida,5200
dodge,caravan,2019,clean vehicle,35401.0,silver,minnesota,17200
dodge,caravan,2019,clean vehicle,20279.0,red,minnesota,18700
dodge,durango,2019,clean vehicle,26090.0,red,minnesota,32000
dodge,door,2015,clean vehicle,107924.0,white,michigan,14500
dodge,caravan,2019,clean vehicle,14906.0,black,minnesota,19400
dodge,caravan,2019,clean vehicle,34407.0,black,minnesota,17300
dodge,journey,2019,clean vehicle,18049.0,orange,minnesota,16700
dodge,caravan,2019,clean vehicle,18132.0,white,minnesota,19100
dodge,door,2013,clean vehicle,109176.0,black,illinois,11100
dodge,durango,2019,clean vehicle,25456.0,black,minnesota,32000
dodge,caravan,2019,clean vehicle,38375.0,silver,minnesota,16900
dodge,charger,2017,clean vehicle,39792.0,blue,massachusetts,18000
dodge,caravan,2019,clean vehicle,30403.0,white,minnesota,17800
dodge,caravan,2019,clean vehicle,28252.0,white,minnesota,18000
dodge,caravan,2019,clean vehicle,31904.0,white,minnesota,17500
dodge,caravan,2018,clean vehicle,24336.0,silver,nevada,14500
dodge,caravan,2019,clean vehicle,23961.0,silver,minnesota,18500
dodge,caravan,2019,clean vehicle,22919.0,silver,minnesota,18600
dodge,durango,2019,clean vehicle,22863.0,red,minnesota,32000
dodge,caravan,2019,clean vehicle,38817.0,black,minnesota,17000
dodge,caravan,2019,clean vehicle,48854.0,white,minnesota,16000
dodge,caravan,2019,clean vehicle,27288.0,white,minnesota,18000
dodge,charger,2020,clean vehicle,5284.0,orange,pennsylvania,15900
dodge,door,2016,clean vehicle,99988.0,silver,alabama,6200
dodge,door,2013,clean vehicle,84109.0,black,alabama,3700
dodge,door,2012,clean vehicle,88539.0,white,mississippi,24000
dodge,van,2013,clean vehicle,33739.0,gold,nevada,20800
dodge,door,2012,clean vehicle,101017.0,white,mississippi,18500
dodge,challenger,2019,clean vehicle,13906.0,black,pennsylvania,18300
dodge,charger,2019,clean vehicle,20601.0,gray,pennsylvania,21000
dodge,van,2013,salvage insurance,135561.0,white,tennessee,1300
dodge,charger,2019,clean vehicle,23421.0,gray,pennsylvania,11900
dodge,van,2012,salvage insurance,145174.0,white,maryland,950
dodge,durango,2019,clean vehicle,21309.0,gray,pennsylvania,26800
dodge,van,2012,salvage insurance,217576.0,orange,north carolina,800
dodge,caravan,2019,clean vehicle,10350.0,white,pennsylvania,21000
dodge,door,2012,salvage insurance,157636.0,orange,georgia,1900
dodge,durango,2019,clean vehicle,8605.0,white,pennsylvania,33500
dodge,door,2013,salvage insurance,139404.0,blue,connecticut,900
dodge,caravan,2019,clean vehicle,10170.0,gray,pennsylvania,21000
dodge,durango,2019,clean vehicle,22272.0,silver,pennsylvania,26800
dodge,van,2016,clean vehicle,101906.0,blue,texas,5700
dodge,challenger,2019,clean vehicle,27019.0,green,pennsylvania,18500
dodge,durango,2019,clean vehicle,10930.0,white,pennsylvania,33000
dodge,caravan,2019,clean vehicle,73552.0,silver,texas,11000
dodge,caravan,2019,clean vehicle,37107.0,blue,pennsylvania,15800
dodge,door,2013,salvage insurance,124247.0,white,michigan,3600
dodge,caravan,2019,clean vehicle,36993.0,white,pennsylvania,16300
dodge,door,2015,clean vehicle,67133.0,white,texas,2700
dodge,caravan,2019,clean vehicle,33580.0,no_color,pennsylvania,12800
dodge,door,2015,clean vehicle,94140.0,black,texas,9700
dodge,journey,2019,clean vehicle,10447.0,silver,pennsylvania,18300
dodge,charger,2019,clean vehicle,10229.0,silver,illinois,16000
dodge,caravan,2019,clean vehicle,6269.0,gray,pennsylvania,21000
dodge,door,2014,clean vehicle,98699.0,white,texas,3700
dodge,durango,2019,clean vehicle,10631.0,gray,illinois,33000
dodge,caravan,2019,clean vehicle,44381.0,silver,pennsylvania,14700
dodge,durango,2019,clean vehicle,13960.0,silver,illinois,33000
dodge,caravan,2019,clean vehicle,14051.0,white,pennsylvania,15900
dodge,durango,2019,clean vehicle,20800.0,gray,illinois,33000
dodge,durango,2019,clean vehicle,8873.0,gray,illinois,33000
dodge,durango,2019,clean vehicle,15502.0,black,illinois,32500
dodge,durango,2019,clean vehicle,9669.0,silver,illinois,33000
dodge,caravan,2018,clean vehicle,50873.0,black,virginia,13000
dodge,durango,2019,clean vehicle,14117.0,white,illinois,33000
dodge,charger,2019,clean vehicle,46820.0,red,illinois,16500
dodge,durango,2019,clean vehicle,7247.0,gray,illinois,33000
dodge,challenger,2017,clean vehicle,40991.0,red,north carolina,34500
dodge,durango,2019,clean vehicle,9023.0,white,illinois,33500
dodge,durango,2018,clean vehicle,8047.0,white,pennsylvania,48000
dodge,durango,2019,clean vehicle,3966.0,red,illinois,54500
dodge,caravan,2018,clean vehicle,41014.0,silver,pennsylvania,13200
dodge,durango,2018,clean vehicle,20907.0,white,illinois,31500
dodge,durango,2017,clean vehicle,89795.0,red,illinois,17400
dodge,durango,2017,clean vehicle,57158.0,white,illinois,26000
dodge,door,2013,salvage insurance,126718.0,orange,texas,1700
dodge,door,2013,clean vehicle,83976.0,white,illinois,11000
dodge,charger,2018,clean vehicle,12554.0,gray,texas,21000
dodge,door,2015,clean vehicle,60707.0,gray,texas,5500
dodge,door,2014,clean vehicle,40110.0,red,texas,7500
dodge,caravan,2019,clean vehicle,28038.0,silver,michigan,15800
dodge,journey,2019,clean vehicle,26643.0,red,michigan,16900
dodge,durango,2019,clean vehicle,36127.0,white,michigan,25000
dodge,door,2019,salvage insurance,19983.0,black,massachusetts,18000
dodge,caravan,2019,clean vehicle,29926.0,black,michigan,15600
dodge,durango,2019,clean vehicle,36750.0,white,north carolina,23800
dodge,journey,2019,clean vehicle,27312.0,black,michigan,16800
dodge,durango,2019,clean vehicle,49575.0,white,north carolina,22700
dodge,challenger,2019,clean vehicle,30279.0,red,north carolina,23300
dodge,challenger,2019,clean vehicle,25825.0,white,north carolina,23500
dodge,durango,2019,clean vehicle,32474.0,silver,north carolina,25500
dodge,challenger,2019,clean vehicle,30585.0,white,north carolina,21800
dodge,durango,2019,clean vehicle,36203.0,gray,north carolina,22800
dodge,caravan,2019,clean vehicle,29602.0,red,michigan,18200
dodge,challenger,2019,clean vehicle,28689.0,red,north carolina,23500
dodge,durango,2019,clean vehicle,31447.0,charcoal,north carolina,25700
dodge,caravan,2019,clean vehicle,39148.0,white,north carolina,15700
dodge,journey,2018,clean vehicle,33495.0,silver,michigan,17500
dodge,caravan,2019,clean vehicle,35274.0,white,north carolina,15700
dodge,caravan,2018,clean vehicle,48745.0,white,indiana,16500
dodge,caravan,2019,clean vehicle,31297.0,red,north carolina,16100
dodge,caravan,2019,clean vehicle,38745.0,charcoal,north carolina,15600
dodge,caravan,2019,clean vehicle,37704.0,gray,north carolina,15400
dodge,durango,2017,clean vehicle,27060.0,white,michigan,28200
dodge,caravan,2019,clean vehicle,40002.0,no_color,north carolina,15300
dodge,caravan,2019,clean vehicle,34930.0,red,north carolina,15900
dodge,door,2016,clean vehicle,22863.0,gray,indiana,17700
dodge,caravan,2019,clean vehicle,36876.0,white,north carolina,15800
dodge,caravan,2019,clean vehicle,34264.0,charcoal,north carolina,15900
dodge,charger,2019,clean vehicle,17515.0,red,new mexico,25300
dodge,caravan,2019,clean vehicle,27071.0,silver,north carolina,16300
dodge,durango,2019,clean vehicle,14656.0,gray,new mexico,29500
dodge,caravan,2019,clean vehicle,35652.0,gray,north carolina,14500
dodge,caravan,2019,clean vehicle,30055.0,no_color,north carolina,15400
dodge,caravan,2019,clean vehicle,43088.0,charcoal,north carolina,15400
dodge,caravan,2019,clean vehicle,33641.0,purple,north carolina,15100
dodge,caravan,2019,clean vehicle,34797.0,black,north carolina,15000
dodge,caravan,2019,clean vehicle,43943.0,gray,north carolina,15500
dodge,caravan,2019,clean vehicle,35744.0,no_color,north carolina,15000
dodge,caravan,2019,clean vehicle,31542.0,no_color,north carolina,15200
dodge,caravan,2019,clean vehicle,26899.0,white,north carolina,15700
dodge,journey,2019,clean vehicle,29985.0,silver,north carolina,16100
dodge,journey,2018,clean vehicle,37009.0,silver,texas,16300
dodge,journey,2019,clean vehicle,30731.0,white,north carolina,16000
dodge,journey,2019,clean vehicle,30062.0,silver,north carolina,16900
dodge,journey,2019,clean vehicle,28295.0,charcoal,north carolina,17000
dodge,journey,2019,clean vehicle,25534.0,silver,north carolina,17300
dodge,journey,2019,clean vehicle,29716.0,gray,north carolina,15900
dodge,journey,2019,clean vehicle,34294.0,silver,north carolina,15700
dodge,journey,2019,clean vehicle,27643.0,white,north carolina,16900
dodge,journey,2019,clean vehicle,35516.0,white,north carolina,15500
dodge,journey,2019,clean vehicle,40674.0,silver,north carolina,15100
dodge,journey,2019,clean vehicle,32494.0,white,north carolina,15500
dodge,journey,2019,clean vehicle,35047.0,red,north carolina,15400
dodge,journey,2019,clean vehicle,32898.0,silver,north carolina,16500
dodge,challenger,2015,clean vehicle,13740.0,black,texas,42500
dodge,journey,2019,clean vehicle,23132.0,charcoal,north carolina,16600
dodge,journey,2019,clean vehicle,37174.0,silver,north carolina,15200
dodge,journey,2019,clean vehicle,34023.0,charcoal,north carolina,15800
dodge,journey,2019,clean vehicle,30021.0,charcoal,north carolina,16900
dodge,caravan,2017,clean vehicle,51469.0,gray,north carolina,11100
dodge,journey,2019,clean vehicle,31237.0,charcoal,north carolina,15600
dodge,journey,2019,clean vehicle,30186.0,silver,north carolina,16900
dodge,journey,2019,clean vehicle,41956.0,silver,north carolina,15300
dodge,journey,2019,clean vehicle,30727.0,black,north carolina,16600
dodge,durango,2017,clean vehicle,38956.0,black,pennsylvania,21800
dodge,charger,2018,clean vehicle,22036.0,white,virginia,36500
dodge,durango,2019,clean vehicle,26462.0,red,georgia,26300
dodge,challenger,2019,clean vehicle,23143.0,red,georgia,20900
dodge,challenger,2019,clean vehicle,17340.0,gray,georgia,20100
dodge,charger,2019,clean vehicle,29749.0,gray,georgia,26700
dodge,charger,2019,clean vehicle,35248.0,white,georgia,23900
dodge,caravan,2018,clean vehicle,40417.0,no_color,florida,14500
dodge,durango,2017,clean vehicle,30309.0,gray,virginia,23000
dodge,journey,2018,clean vehicle,42303.0,red,north carolina,15000
dodge,journey,2018,clean vehicle,35326.0,white,north carolina,15000
ford,door,2017,clean vehicle,92100.0,white,texas,28500
ford,door,2017,clean vehicle,99375.0,white,texas,28000
ford,door,2017,clean vehicle,72418.0,gray,texas,9000
ford,doors,2015,clean vehicle,29733.0,ruby red metallic tinted clearcoat,connecticut,28700
ford,door,2017,clean vehicle,119439.0,white,texas,25000
ford,doors,2015,clean vehicle,54396.0,black,massachusetts,17347
ford,door,2016,clean vehicle,91606.0,white,texas,13800
ford,doors,2015,clean vehicle,2807.0,black,new jersey,25888
ford,fusion,2017,clean vehicle,78739.0,black,tennessee,8500
ford,doors,2015,clean vehicle,71955.0,gray,new york,21289
ford,doors,2015,clean vehicle,48472.0,triple yellow tri-coat,new jersey,17999
ford,door,2012,clean vehicle,98470.0,blue,texas,2700
ford,doors,2015,clean vehicle,28937.0,competition orange,pennsylvania,30977
ford,doors,2015,clean vehicle,83693.0,red,new jersey,13799
ford,srw,2014,clean vehicle,90888.0,white,arizona,20500
ford,drw,2012,clean vehicle,216942.0,white,texas,8500
ford,door,2015,clean vehicle,205796.0,white,florida,9900
ford,srw,2019,clean vehicle,6500.0,black,indiana,65500
ford,wagon,2018,clean vehicle,39943.0,white,florida,24500
ford,explorer,2020,clean vehicle,5920.0,silver,missouri,32500
ford,fusion,2018,clean vehicle,71478.0,blue,pennsylvania,9200
ford,door,2017,clean vehicle,119520.0,silver,pennsylvania,17700
ford,fusion,2020,clean vehicle,10882.0,white,california,18300
ford,srw,2019,clean vehicle,29010.0,gray,illinois,43500
ford,door,2016,clean vehicle,69003.0,white,pennsylvania,15200
ford,srw,2019,clean vehicle,16207.0,no_color,illinois,36200
ford,mustang,2018,clean vehicle,29748.0,red,new jersey,21900
ford,wagon,2019,clean vehicle,25582.0,white,california,20700
ford,fusion,2019,clean vehicle,24520.0,gray,california,12300
ford,door,2016,clean vehicle,104383.0,blue,pennsylvania,4200
ford,transit,2019,clean vehicle,34164.0,white,california,19500
ford,fusion,2020,clean vehicle,6975.0,silver,california,14300
ford,van,2016,clean vehicle,67150.0,white,pennsylvania,13700
ford,door,2015,clean vehicle,100820.0,white,pennsylvania,13200
ford,door,2014,clean vehicle,142286.0,white,pennsylvania,6200
ford,door,2015,clean vehicle,60015.0,black,pennsylvania,6500
ford,door,2013,clean vehicle,126381.0,gray,pennsylvania,1500
ford,door,2013,clean vehicle,128753.0,black,pennsylvania,2200
ford,door,2013,clean vehicle,0.0,no_color,pennsylvania,4200
ford,van,2013,clean vehicle,64598.0,white,pennsylvania,8700
ford,door,2012,clean vehicle,111532.0,black,pennsylvania,3200
ford,door,2012,clean vehicle,149346.0,black,pennsylvania,9000
ford,edge,2018,clean vehicle,43567.0,silver,illinois,20000
ford,door,2017,clean vehicle,36004.0,white,texas,33000
ford,f-150,2019,clean vehicle,10935.0,white,south carolina,23300
ford,van,2017,clean vehicle,150484.0,white,illinois,8750
ford,door,2012,clean vehicle,122014.0,white,texas,11975
ford,transit,2019,clean vehicle,19363.0,white,south carolina,23600
ford,explorer,2016,clean vehicle,42902.0,black,texas,12000
ford,f-150,2018,clean vehicle,401.0,red,indiana,30900
ford,transit,2019,clean vehicle,11077.0,white,south carolina,23900
ford,f-150,2018,clean vehicle,34100.0,black,indiana,40400
ford,srw,2019,clean vehicle,30018.0,white,minnesota,38000
ford,flex,2019,clean vehicle,18279.0,white,illinois,27000
ford,transit,2019,clean vehicle,7373.0,white,south carolina,24000
ford,ranger,2019,clean vehicle,2590.0,gray,wisconsin,30000
ford,fusion,2019,clean vehicle,41662.0,white,south carolina,16200
ford,flex,2019,clean vehicle,15019.0,gray,wisconsin,30000
ford,transit,2019,clean vehicle,9420.0,white,south carolina,23900
ford,taurus,2018,clean vehicle,41864.0,white,missouri,13800
ford,transit,2019,clean vehicle,16829.0,white,south carolina,23700
ford,f-150,2018,clean vehicle,6290.0,gray,illinois,24300
ford,srw,2019,clean vehicle,14393.0,black,nevada,54900
ford,taurus,2018,clean vehicle,14599.0,white,wisconsin,22500
ford,f-150,2018,clean vehicle,25839.0,gray,illinois,39000
ford,escape,2018,clean vehicle,60715.0,gray,wisconsin,13900
ford,explorer,2018,clean vehicle,23350.0,red,illinois,24700
ford,transit,2018,clean vehicle,62386.0,white,california,20100
ford,mustang,2018,clean vehicle,6248.0,red,illinois,22000
ford,mustang,2019,clean vehicle,878.0,green,florida,38200
ford,transit,2018,clean vehicle,49710.0,white,california,24400
ford,mustang,2018,clean vehicle,2042.0,blue,illinois,35000
ford,flex,2019,clean vehicle,7742.0,white,florida,18600
ford,transit,2018,clean vehicle,39733.0,white,california,22700
ford,f-150,2018,clean vehicle,33701.0,black,illinois,38000
ford,door,2014,clean vehicle,67542.0,red,illinois,17000
ford,escape,2017,clean vehicle,35095.0,gray,wisconsin,17500
ford,f-150,2019,clean vehicle,8652.0,white,michigan,23200
ford,explorer,2017,clean vehicle,51107.0,red,wisconsin,30700
ford,transit,2019,clean vehicle,14987.0,white,michigan,23500
ford,edge,2017,clean vehicle,28252.0,blue,wisconsin,26400
ford,transit,2019,clean vehicle,16009.0,white,michigan,23500
ford,door,2017,clean vehicle,47866.0,white,wisconsin,38000
ford,transit,2019,clean vehicle,11004.0,white,michigan,23600
ford,edge,2017,clean vehicle,42895.0,gray,wisconsin,19300
ford,f-150,2019,clean vehicle,9490.0,white,michigan,23200
ford,door,2017,clean vehicle,39027.0,no_color,wisconsin,13800
ford,transit,2019,clean vehicle,13466.0,white,michigan,23600
ford,f-150,2019,clean vehicle,8737.0,white,michigan,23200
ford,door,2017,clean vehicle,23960.0,red,wisconsin,40000
ford,f-150,2019,clean vehicle,5562.0,white,michigan,23400
ford,transit,2019,clean vehicle,13763.0,white,michigan,23600
ford,f-150,2019,clean vehicle,10444.0,white,michigan,23000
ford,door,2017,clean vehicle,41696.0,black,wisconsin,25500
ford,transit,2019,clean vehicle,15787.0,white,michigan,23500
ford,door,2017,clean vehicle,9167.0,white,wisconsin,29900
ford,transit,2019,clean vehicle,17541.0,white,michigan,23200
ford,f-150,2017,clean vehicle,24686.0,silver,wisconsin,50500
ford,transit,2019,clean vehicle,15210.0,white,michigan,23400
ford,transit,2017,clean vehicle,54601.0,white,wisconsin,24500
ford,mustang,2017,clean vehicle,2205.0,black,illinois,49000
ford,transit,2017,clean vehicle,35691.0,white,wisconsin,25400
ford,flex,2017,clean vehicle,32788.0,silver,illinois,23000
ford,door,2012,clean vehicle,180471.0,gray,minnesota,6000
ford,edge,2016,clean vehicle,42925.0,black,wisconsin,22400
ford,edge,2016,clean vehicle,37385.0,black,wisconsin,22500
ford,edge,2019,clean vehicle,15415.0,gray,virginia,25200
ford,door,2016,clean vehicle,20047.0,white,wisconsin,36000
ford,edge,2019,clean vehicle,16884.0,black,virginia,26700
ford,door,2016,clean vehicle,57936.0,gray,wisconsin,30500
ford,edge,2019,clean vehicle,15244.0,black,virginia,26700
ford,edge,2019,clean vehicle,19842.0,gray,virginia,25000
ford,door,2016,clean vehicle,38830.0,white,wisconsin,35200
ford,f-150,2019,clean vehicle,31899.0,white,tennessee,30300
ford,door,2016,clean vehicle,69305.0,no_color,illinois,25000
ford,door,2016,clean vehicle,46098.0,red,wisconsin,26500
